DATETIME,GAS,COAL,NUCLEAR,WIND,WIND_EMB,HYDRO,IMPORTS,BIOMASS,OTHER,SOLAR,STORAGE,GENERATION,CARBON_INTENSITY,freq_mean,freq_min,freq_max,freq_std,out_of_49_5_50_5,out_of_49_8_50_2,n_points,Temperature (°C)_aberdeen,Precipitation (mm)_aberdeen,Wind Speed (m/s)_aberdeen,Wind Direction (deg)_aberdeen,Solar Irradiance (W/m˛)_aberdeen,Cloud Cover (%)_aberdeen,Temperature (°C)_humber,Precipitation (mm)_humber,Wind Speed (m/s)_humber,Wind Direction (deg)_humber,Solar Irradiance (W/m˛)_humber,Cloud Cover (%)_humber,Temperature (°C)_camborne,Precipitation (mm)_camborne,Wind Speed (m/s)_camborne,Wind Direction (deg)_camborne,Solar Irradiance (W/m˛)_camborne,Cloud Cover (%)_camborne,Temperature (°C)_ashford,Precipitation (mm)_ashford,Wind Speed (m/s)_ashford,Wind Direction (deg)_ashford,Solar Irradiance (W/m˛)_ashford,Cloud Cover (%)_ashford,Temperature (°C)_eastanglia,Precipitation (mm)_eastanglia,Wind Speed (m/s)_eastanglia,Wind Direction (deg)_eastanglia,Solar Irradiance (W/m˛)_eastanglia,Cloud Cover (%)_eastanglia,Day,Holiday,ND,TSD,SETTLEMENT_DATE,SETTLEMENT_PERIOD,Datetime_utc
2020-01-05 03:30:00+00:00,4587,1023,6635,7951,1695,501,736,1665,124,0,0,24917,125,50.0818,50.024,50.15,0.0288,0,0,1800,7.6,0,19,199,0,100,4.1,0,13.8,213,0,46,7.9,0,13.6,217,0,100,3.9,0,6.8,252,0,57,4,0,12.8,232,0,44,Sunday,No,21838,23197,5-Jan-20,8,2020-01-05 03:30:00+00:00
2020-01-05 04:00:00+00:00,4927,1030,6629,7964,1711,519,636,1681,127,0,0,25224,129,50.0078,49.885,50.083,0.0524,0,0,1800,7.4,0,15.3,210,0,100,3.8,0,13.9,211,0,34,8.2,0,16.8,223,0,100,3.3,0,7.3,259,0,34,4,0,13.5,228,0,50,Sunday,No,21285,23494,5-Jan-20,9,2020-01-05 04:00:00+00:00
2020-01-05 04:30:00+00:00,5031,1039,6683,7881,1724,542,636,1684,126,0,0,25346,130,49.949,49.845,50.054,0.047,0,0,1800,7.4,0,15.3,210,0,100,3.8,0,13.9,211,0,34,8.2,0,16.8,223,0,100,3.3,0,7.3,259,0,34,4,0,13.5,228,0,50,Sunday,No,21039,23627,5-Jan-20,10,2020-01-05 04:30:00+00:00
2020-01-05 05:00:00+00:00,4938,1044,6801,7770,1740,549,636,1697,130,0,0,25305,129,49.9377,49.83,50.012,0.0369,0,0,1800,6.9,0,11.2,201,0,94,3.9,0,15.2,211,0,34,8.3,0,17.1,221,0,100,3.2,0,7.1,255,0,51,4,0,13.6,230,0,48,Sunday,No,21034,23578,5-Jan-20,11,2020-01-05 05:00:00+00:00
2020-01-05 05:30:00+00:00,5054,1067,6853,7755,1760,530,636,1702,123,0,0,25480,131,49.9637,49.921,50.009,0.0184,0,0,1800,6.9,0,11.2,201,0,94,3.9,0,15.2,211,0,34,8.3,0,17.1,221,0,100,3.2,0,7.1,255,0,51,4,0,13.6,230,0,48,Sunday,No,21205,23739,5-Jan-20,12,2020-01-05 05:30:00+00:00
2020-01-05 06:00:00+00:00,5520,1145,6844,7791,1778,536,636,1708,124,0,0,26082,138,49.9649,49.869,50.093,0.0717,0,0,1800,6.7,0,12.2,199,0,100,4.1,0,16.6,214,0,70,8.4,0,16.7,217,0,100,3.4,0,6.9,242,0,99,3.9,0,12.8,230,0,38,Sunday,No,21973,24328,5-Jan-20,13,2020-01-05 06:00:00+00:00
2020-01-05 06:30:00+00:00,5539,1145,6855,8444,1790,546,636,1696,133,0,0,26784,134,50.0406,49.957,50.087,0.0352,0,0,1800,6.7,0,12.2,199,0,100,4.1,0,16.6,214,0,70,8.4,0,16.7,217,0,100,3.4,0,6.9,242,0,99,3.9,0,12.8,230,0,38,Sunday,No,22581,24975,5-Jan-20,14,2020-01-05 06:30:00+00:00
2020-01-05 07:00:00+00:00,5201,1340,6855,8763,1800,548,636,1901,125,0,0,27169,135,50.0237,49.954,50.083,0.0249,0,0,1800,6.2,0,14.2,207,0,99,4.4,0,17.8,216,0,66,8.3,0,15.8,215,0,98,4.2,0,8,243,0,89,4.3,0,14.3,225,0,18,Sunday,No,23538,25415,5-Jan-20,15,2020-01-05 07:00:00+00:00
2020-01-05 07:30:00+00:00,4875,1703,6858,9102,1816,562,636,2220,122,0,0,27894,141,50.0773,49.934,50.187,0.0582,0,0,1800,6.2,0,14.2,207,0,99,4.4,0,17.8,216,0,66,8.3,0,15.8,215,0,98,4.2,0,8,243,0,89,4.3,0,14.3,225,0,18,Sunday,No,24243,26107,5-Jan-20,16,2020-01-05 07:30:00+00:00
2020-01-05 08:00:00+00:00,4652,1899,6848,9285,1835,606,1430,2379,128,0,0,29062,140,49.9667,49.9,50.059,0.0346,0,0,1800,6,0,16.9,196,0,99,4.4,0,18.3,216,0,31,8.3,0,17.4,214,0,77,4.7,0,9.7,248,0,96,4.8,0,14.6,232,0,24,Sunday,No,25412,27290,5-Jan-20,17,2020-01-05 08:00:00+00:00
2020-01-05 08:30:00+00:00,4725,2357,6853,9684,1852,606,1476,2400,124,47,0,30124,151,49.9961,49.874,50.077,0.0524,0,0,1800,6,0,16.9,196,0,99,4.4,0,18.3,216,0,31,8.3,0,17.4,214,0,77,4.7,0,9.7,248,0,96,4.8,0,14.6,232,0,24,Sunday,No,26902,28312,5-Jan-20,18,2020-01-05 08:30:00+00:00
2020-01-05 09:00:00+00:00,4511,2484,6852,10022,1863,605,2562,2410,123,225,0,31657,147,50.028,49.928,50.113,0.0421,0,0,1800,6.2,0,18.4,191,0,97,5.1,0,21.3,219,9,3,8.4,0,17.1,215,6,63,5.4,0,10.4,236,15,71,5.5,0,14.6,232,17,32,Sunday,No,28565,29528,5-Jan-20,19,2020-01-05 09:00:00+00:00
2020-01-05 09:30:00+00:00,5428,2608,6845,10014,1867,606,2592,2412,128,488,0,32988,155,49.9454,49.903,50,0.0179,0,0,1800,6.2,0,18.4,191,0,97,5.1,0,21.3,219,9,3,8.4,0,17.1,215,6,63,5.4,0,10.4,236,15,71,5.5,0,14.6,232,17,32,Sunday,No,29735,30687,5-Jan-20,20,2020-01-05 09:30:00+00:00
2020-01-05 10:00:00+00:00,5323,2648,6850,10234,1881,606,3302,2409,124,710,0,34087,156,49.9634,49.841,50.048,0.047,0,0,1800,6.9,0,19.4,191,28,90,6.3,0,21.9,221,76,18,8.8,0,17,216,64,80,6.2,0,10,232,66,69,6.6,0,16.1,231,85,42,Sunday,No,30908,31520,5-Jan-20,21,2020-01-05 10:00:00+00:00
2020-01-05 10:30:00+00:00,5703,2656,6850,10295,1919,695,3372,2409,136,868,8,34911,158,50.0469,49.93,50.108,0.0342,0,0,1800,6.9,0,19.4,191,28,90,6.3,0,21.9,221,76,18,8.8,0,17,216,64,80,6.2,0,10,232,66,69,6.6,0,16.1,231,85,42,Sunday,No,31545,32154,5-Jan-20,22,2020-01-05 10:30:00+00:00
2020-01-05 11:00:00+00:00,6243,2569,6850,10501,1969,731,3314,2404,122,929,0,35632,156,50.0254,49.937,50.178,0.0609,0,0,1800,7.6,0,18.9,188,78,99,7.5,0,22,218,127,94,9.2,0,18.2,218,124,68,7.3,0,9.8,234,129,60,7.5,0,15.5,226,151,27,Sunday,No,32124,32734,5-Jan-20,23,2020-01-05 11:00:00+00:00
2020-01-05 11:30:00+00:00,6467,2507,6795,10892,2013,791,3322,2406,130,993,0,36316,154,49.9782,49.875,50.099,0.064,0,0,1800,7.6,0,18.9,188,78,99,7.5,0,22,218,127,94,9.2,0,18.2,218,124,68,7.3,0,9.8,234,129,60,7.5,0,15.5,226,151,27,Sunday,No,32738,33347,5-Jan-20,24,2020-01-05 11:30:00+00:00
2020-01-05 12:00:00+00:00,7034,2476,6642,10895,2043,698,3620,2405,128,967,0,36908,161,49.936,49.869,50.034,0.0335,0,0,1800,8.6,0,12.3,185,110,100,8.5,0,19.2,218,122,100,8.7,0,21,218,164,83,7.4,0,10.9,226,167,41,8.3,0,21.8,232,188,45,Sunday,No,33344,33953,5-Jan-20,25,2020-01-05 12:00:00+00:00
2020-01-05 12:30:00+00:00,7488,2540,6637,10790,2052,669,3642,2405,122,793,0,37138,166,50.0381,49.866,50.138,0.0599,0,0,1800,8.6,0,12.3,185,110,100,8.5,0,19.2,218,122,100,8.7,0,21,218,164,83,7.4,0,10.9,226,167,41,8.3,0,21.8,232,188,45,Sunday,No,33675,34284,5-Jan-20,26,2020-01-05 12:30:00+00:00
2020-01-05 13:00:00+00:00,7810,2567,6634,10536,2045,676,3396,2348,143,648,16,36819,170,49.9206,49.842,50.023,0.0421,0,0,1800,9.2,0,15.5,226,92,100,9,0,20,218,92,100,8.9,0,19.6,212,128,89,7.6,0,11.5,224,119,100,8.5,0,18.6,224,108,44,Sunday,No,33570,34179,5-Jan-20,27,2020-01-05 13:00:00+00:00
2020-01-05 13:30:00+00:00,8367,2562,6643,10247,2025,674,3372,2346,123,554,0,36913,175,49.9612,49.799,50.044,0.0607,0,2,1800,9.2,0,15.5,226,92,100,9,0,20,218,92,100,8.9,0,19.6,212,128,89,7.6,0,11.5,224,119,100,8.5,0,18.6,224,108,44,Sunday,No,33729,34338,5-Jan-20,28,2020-01-05 13:30:00+00:00
2020-01-05 14:00:00+00:00,8308,2525,6644,10088,2003,574,3956,2345,131,517,46,37137,176,50.0034,49.917,50.085,0.0422,0,0,1800,9.1,0,17.9,230,57,100,9,0,20.7,219,54,100,8.9,0,18.5,217,134,92,7.6,0,11.8,220,63,99,8.4,0,19.4,230,104,89,Sunday,No,34037,34646,5-Jan-20,29,2020-01-05 14:00:00+00:00
2020-01-05 14:30:00+00:00,8483,2492,6716,10150,1987,591,3906,2346,124,432,0,37227,176,49.9344,49.846,49.983,0.026,0,0,1800,9.1,0,17.9,230,57,100,9,0,20.7,219,54,100,8.9,0,18.5,217,134,92,7.6,0,11.8,220,63,99,8.4,0,19.4,230,104,89,Sunday,No,34261,34870,5-Jan-20,30,2020-01-05 14:30:00+00:00
2020-01-05 15:00:00+00:00,8728,2490,6758,10163,1969,602,4120,2406,126,185,56,37603,179,50.0038,49.895,50.082,0.0525,0,0,1800,8.9,0,17.6,224,36,100,8.9,0,19.5,218,33,82,8.7,0,16,216,97,100,7.6,0,12.5,229,43,100,8.1,0,17.6,229,70,56,Sunday,No,34866,35474,5-Jan-20,31,2020-01-05 15:00:00+00:00
2020-01-05 15:30:00+00:00,9489,2567,6757,9964,1943,608,4186,2409,125,25,32,38105,186,49.9976,49.895,50.085,0.0443,0,0,1800,8.9,0,17.6,224,36,100,8.9,0,19.5,218,33,82,8.7,0,16,216,97,100,7.6,0,12.5,229,43,100,8.1,0,17.6,229,70,56,Sunday,No,35620,36230,5-Jan-20,32,2020-01-05 15:30:00+00:00
2020-01-05 16:00:00+00:00,10065,2542,6698,10137,1920,856,4326,2406,136,0,556,39642,185,49.9768,49.842,50.081,0.0635,0,0,1800,8.7,0,20.9,224,5,100,8.2,0,18.8,216,12,100,8.4,0,15.6,203,27,100,7.1,0,12.3,220,12,100,7.2,0,16.3,225,19,46,Sunday,No,37246,37857,5-Jan-20,33,2020-01-05 16:00:00+00:00
2020-01-05 16:30:00+00:00,11254,2589,6634,9811,1912,957,4412,2390,152,0,1128,41239,191,49.9194,49.853,50.007,0.0335,0,0,1800,8.7,0,20.9,224,5,100,8.2,0,18.8,216,12,100,8.4,0,15.6,203,27,100,7.1,0,12.3,220,12,100,7.2,0,16.3,225,19,46,Sunday,No,38849,39458,5-Jan-20,34,2020-01-05 16:30:00+00:00
2020-01-05 17:00:00+00:00,12258,2557,6635,9632,1916,964,4204,2413,174,0,1364,42117,194,49.9676,49.886,50.14,0.0554,0,0,1800,8.8,0,23.2,224,0,100,8.6,0,20.5,218,0,95,8.2,0,14.9,200,2,100,6.6,0,12.3,220,0,88,6.7,0,16.1,220,0,63,Sunday,No,39634,40240,5-Jan-20,35,2020-01-05 17:00:00+00:00
2020-01-05 17:30:00+00:00,12194,2478,6639,9723,1926,963,4164,2418,162,0,1112,41779,193,50.0556,49.886,50.223,0.0734,0,13,1800,8.8,0,23.2,224,0,100,8.6,0,20.5,218,0,95,8.2,0,14.9,200,2,100,6.6,0,12.3,220,0,88,6.7,0,16.1,220,0,63,Sunday,No,39221,39829,5-Jan-20,36,2020-01-05 17:30:00+00:00
2020-01-05 18:00:00+00:00,11455,2609,6731,9907,1941,964,4016,2423,129,0,1078,41253,191,50.0523,49.874,50.209,0.0728,0,7,1800,8.9,0,24.2,226,0,100,8.3,0,21.2,220,0,65,8.3,0,18.1,187,0,100,6.2,0,12.7,223,0,51,6.6,0,15.8,215,0,67,Sunday,No,38677,39285,5-Jan-20,37,2020-01-05 18:00:00+00:00
2020-01-05 18:30:00+00:00,10646,2510,6840,10222,1959,964,4014,2422,129,0,614,40320,185,50.0682,49.954,50.165,0.0464,0,0,1800,8.9,0,24.2,226,0,100,8.3,0,21.2,220,0,65,8.3,0,18.1,187,0,100,6.2,0,12.7,223,0,51,6.6,0,15.8,215,0,67,Sunday,No,37729,38338,5-Jan-20,38,2020-01-05 18:30:00+00:00
2020-01-05 19:00:00+00:00,9550,2237,6847,10704,1981,844,4210,2441,130,0,560,39504,172,50.0541,49.933,50.151,0.0432,0,0,1800,8.9,0,22.3,218,0,100,7.5,0,18.7,218,0,46,8.3,0,18.9,188,0,99,5.8,0,12.5,226,0,45,6.6,0,15.8,215,0,68,Sunday,No,36857,37464,5-Jan-20,39,2020-01-05 19:00:00+00:00
2020-01-05 19:30:00+00:00,8322,2014,6844,11038,2003,723,4244,2437,124,0,378,38127,160,50.0385,49.93,50.11,0.0377,0,0,1800,8.9,0,22.3,218,0,100,7.5,0,18.7,218,0,46,8.3,0,18.9,188,0,99,5.8,0,12.5,226,0,45,6.6,0,15.8,215,0,68,Sunday,No,35480,36089,5-Jan-20,40,2020-01-05 19:30:00+00:00
2020-01-05 20:00:00+00:00,7750,2017,6843,10981,2019,562,4162,2440,126,0,98,36998,158,49.9819,49.86,50.134,0.0636,0,0,1800,9,0,20.7,215,0,99,6.9,0,18,217,0,20,8.1,0,21.1,188,0,95,5.2,0,10.2,219,0,44,6.2,0,14.3,214,0,65,Sunday,No,34329,34947,5-Jan-20,41,2020-01-05 20:00:00+00:00
2020-01-05 20:30:00+00:00,6573,2012,6849,11005,2024,548,4206,2420,123,0,0,35760,150,50.0591,49.916,50.208,0.0702,0,43,1800,9,0,20.7,215,0,99,6.9,0,18,217,0,20,8.1,0,21.1,188,0,95,5.2,0,10.2,219,0,44,6.2,0,14.3,214,0,65,Sunday,No,32794,33665,5-Jan-20,42,2020-01-05 20:30:00+00:00
2020-01-05 21:00:00+00:00,5161,1999,6843,11150,2022,536,3836,2435,128,0,0,34110,140,49.971,49.819,50.149,0.0766,0,0,1800,9.3,0,21.2,222,0,100,6.6,0,18.2,214,0,38,8.1,0,22.8,185,0,100,5.1,0,9.4,223,0,40,5.8,0,13.6,212,0,60,Sunday,No,31418,32120,5-Jan-20,43,2020-01-05 21:00:00+00:00
2020-01-05 21:30:00+00:00,4362,1684,6845,10964,2024,535,3832,2299,126,0,0,32671,126,50.0358,49.907,50.128,0.0625,0,0,1800,9.3,0,21.2,222,0,100,6.6,0,18.2,214,0,38,8.1,0,22.8,185,0,100,5.1,0,9.4,223,0,40,5.8,0,13.6,212,0,60,Sunday,No,29779,30426,5-Jan-20,44,2020-01-05 21:30:00+00:00
2020-01-05 22:00:00+00:00,4453,1626,6844,10796,2034,536,2398,1993,167,0,0,30847,128,49.9251,49.852,49.988,0.0262,0,0,1800,9.4,0,26.3,229,0,73,6.3,0,18.9,211,0,37,8.4,0,23.4,190,0,100,4.9,0,8.4,230,0,44,5.5,0,14.3,208,0,58,Sunday,No,27933,28561,5-Jan-20,45,2020-01-05 22:00:00+00:00
2020-01-05 22:30:00+00:00,3663,1438,6842,10708,2055,536,2334,1928,125,0,0,29629,116,50.0174,49.901,50.152,0.0489,0,0,1800,9.4,0,26.3,229,0,73,6.3,0,18.9,211,0,37,8.4,0,23.4,190,0,100,4.9,0,8.4,230,0,44,5.5,0,14.3,208,0,58,Sunday,No,26440,27119,5-Jan-20,46,2020-01-05 22:30:00+00:00
2020-01-05 23:00:00+00:00,4213,1310,6843,10124,2059,549,586,1794,160,0,32,27670,117,49.9457,49.774,50.091,0.0787,0,83,1800,9.2,0,28,228,0,3,6.1,0,19.9,212,0,29,8.3,0,25.3,186,0,100,4.8,0,8.5,216,0,69,5.3,0,15,204,0,39,Sunday,No,24442,25679,5-Jan-20,47,2020-01-05 23:00:00+00:00
2020-01-05 23:30:00+00:00,4185,1060,6854,9990,2029,534,586,1795,127,0,0,27160,110,49.9998,49.916,50.102,0.0395,0,0,1800,9.2,0,28,228,0,3,6.1,0,19.9,212,0,29,8.3,0,25.3,186,0,100,4.8,0,8.5,216,0,69,5.3,0,15,204,0,39,Sunday,No,23429,24802,5-Jan-20,48,2020-01-05 23:30:00+00:00
2020-01-06 00:00:00+00:00,4679,1165,6849,9558,2004,505,586,1803,122,0,0,27271,121,49.9936,49.916,50.084,0.0296,0,0,1800,9.7,0,32.6,233,0,3,7.1,0,18.6,212,0,25,8.5,0,25.6,182,0,99,6.6,0,12.5,213,0,100,6.1,0,15.9,205,0,24,Monday,No,23029,25029,6-Jan-20,1,2020-01-06 00:00:00+00:00
2020-01-06 00:30:00+00:00,4742,1179,6852,9691,2023,499,586,1801,123,0,0,27496,121,49.989,49.916,50.084,0.0369,0,0,1800,9.7,0,32.6,233,0,3,7.1,0,18.6,212,0,25,8.5,0,25.6,182,0,99,6.6,0,12.5,213,0,100,6.1,0,15.9,205,0,24,Monday,No,23142,25191,6-Jan-20,2,2020-01-06 00:30:00+00:00
2020-01-06 01:00:00+00:00,4941,1152,6760,9540,2065,500,586,1795,122,0,0,27461,123,49.9622,49.888,50.071,0.0501,0,0,1800,9.5,0,30.9,221,0,0,7.1,0,20.8,210,0,100,8.5,0,27.4,184,0,100,7,0,14.6,213,0,99,6.7,0,16.8,208,0,51,Monday,No,22599,25029,6-Jan-20,3,2020-01-06 01:00:00+00:00
2020-01-06 01:30:00+00:00,4886,1152,6644,9679,2104,499,586,1801,122,0,0,27472,123,50.0507,49.955,50.116,0.0442,0,0,1800,9.5,0,30.9,221,0,0,7.1,0,20.8,210,0,100,8.5,0,27.4,184,0,100,7,0,14.6,213,0,99,6.7,0,16.8,208,0,51,Monday,No,22224,25024,6-Jan-20,4,2020-01-06 01:30:00+00:00
2020-01-06 02:00:00+00:00,4960,1149,6638,9891,2147,492,586,1796,123,0,0,27782,122,50.0179,49.881,50.125,0.0647,0,0,1800,9.1,0,31.7,209,0,100,6.8,0,20.5,208,0,46,8.6,0,30.7,183,0,100,6.8,0,17,212,0,99,6.5,0,17.6,206,0,100,Monday,No,21814,25298,6-Jan-20,5,2020-01-06 02:00:00+00:00
2020-01-06 02:30:00+00:00,5001,1153,6641,10091,2207,508,586,1793,122,0,0,28102,122,50.0418,49.968,50.123,0.0398,0,0,1800,9.1,0,31.7,209,0,100,6.8,0,20.5,208,0,46,8.6,0,30.7,183,0,100,6.8,0,17,212,0,99,6.5,0,17.6,206,0,100,Monday,No,21597,25542,6-Jan-20,6,2020-01-06 02:30:00+00:00
2020-01-06 03:00:00+00:00,4582,1146,6723,10168,2258,523,586,1799,122,0,0,27907,116,50.041,49.946,50.1,0.0344,0,0,1800,8.7,0,32.5,206,0,14,6.2,0,23.2,210,0,13,8.9,0,29.7,186,0,100,6.5,0,16.3,208,0,88,7.1,0,19.5,208,0,100,Monday,No,21074,25263,6-Jan-20,7,2020-01-06 03:00:00+00:00
2020-01-06 03:30:00+00:00,4127,1052,6837,10225,2283,521,586,1804,124,0,0,27559,108,50.0089,49.907,50.141,0.064,0,0,1800,8.7,0,32.5,206,0,14,6.2,0,23.2,210,0,13,8.9,0,29.7,186,0,100,6.5,0,16.3,208,0,88,7.1,0,19.5,208,0,100,Monday,No,20582,24958,6-Jan-20,8,2020-01-06 03:30:00+00:00
2020-01-06 04:00:00+00:00,4210,1002,6852,10534,2297,526,586,1806,125,0,0,27938,106,49.9715,49.894,50.094,0.0408,0,0,1800,8.2,0,34.8,203,0,16,5.3,0,23.5,212,0,21,8.8,0,33.3,191,0,100,6.2,0,16.9,207,0,99,7.1,0,20,203,0,60,Monday,No,20358,25302,6-Jan-20,9,2020-01-06 04:00:00+00:00
2020-01-06 04:30:00+00:00,4541,1031,6854,10537,2315,547,586,1809,125,0,0,28345,110,49.9496,49.894,50.071,0.0382,0,0,1800,8.2,0,34.8,203,0,16,5.3,0,23.5,212,0,21,8.8,0,33.3,191,0,100,6.2,0,16.9,207,0,99,7.1,0,20,203,0,60,Monday,No,20514,25710,6-Jan-20,10,2020-01-06 04:30:00+00:00
2020-01-06 05:00:00+00:00,4632,1275,6849,10824,2342,571,586,1784,124,0,0,28987,117,49.9953,49.93,50.085,0.0394,0,0,1800,8.1,0,32.6,198,0,99,5.5,0,24.7,214,0,100,9,0,35,192,0,100,6.4,0,16.1,204,0,100,6,0,20.4,197,0,36,Monday,No,21449,26324,6-Jan-20,11,2020-01-06 05:00:00+00:00
2020-01-06 05:30:00+00:00,5096,1420,6858,10980,2383,575,586,1542,123,0,0,29563,124,49.9869,49.865,50.113,0.0646,0,0,1800,8.1,0,32.6,198,0,99,5.5,0,24.7,214,0,100,9,0,35,192,0,100,6.4,0,16.1,204,0,100,6,0,20.4,197,0,36,Monday,No,22955,26924,6-Jan-20,12,2020-01-06 05:30:00+00:00
2020-01-06 06:00:00+00:00,6367,1950,6854,11141,2426,574,586,1844,101,0,0,31843,148,49.9523,49.876,50.043,0.0362,0,0,1800,8.2,0,35.3,194,0,100,6.6,0,25.7,211,0,100,9.3,0,34.2,192,0,100,6.8,0,18.9,198,0,100,5.1,0,20.7,197,0,62,Monday,No,26182,29265,6-Jan-20,13,2020-01-06 06:00:00+00:00
2020-01-06 06:30:00+00:00,8071,2574,6856,11240,2469,588,586,2120,104,0,110,34718,173,49.9721,49.877,50.098,0.0556,0,0,1800,8.2,0,35.3,194,0,100,6.6,0,25.7,211,0,100,9.3,0,34.2,192,0,100,6.8,0,18.9,198,0,100,5.1,0,20.7,197,0,62,Monday,No,29177,32184,6-Jan-20,14,2020-01-06 06:30:00+00:00
2020-01-06 07:00:00+00:00,8432,3170,6855,11653,2520,601,674,2309,120,0,0,36333,185,50.0394,49.941,50.148,0.0387,0,0,1800,8.6,0,37.7,193,0,98,6.8,0,25.4,205,0,99,9.3,0,35.7,192,0,79,6.5,0,19.4,190,0,33,5.3,0,21.2,198,0,90,Monday,No,32720,33878,6-Jan-20,15,2020-01-06 07:00:00+00:00
2020-01-06 07:30:00+00:00,9266,3442,6853,12210,2582,707,681,2387,127,0,0,38255,191,49.9662,49.842,50.169,0.0782,0,0,1800,8.6,0,37.7,193,0,98,6.8,0,25.4,205,0,99,9.3,0,35.7,192,0,79,6.5,0,19.4,190,0,33,5.3,0,21.2,198,0,90,Monday,No,34645,35683,6-Jan-20,16,2020-01-06 07:30:00+00:00
2020-01-06 08:00:00+00:00,9829,3320,6853,12612,2629,806,776,2400,121,0,0,39347,189,50.0256,49.896,50.116,0.0559,0,0,1800,8.4,0,37.7,187,0,99,6.7,0,26,199,0,99,9.3,0,36.8,189,0,87,5.7,0,18.9,188,0,25,5.9,0,22.3,198,0,88,Monday,No,36122,36735,6-Jan-20,17,2020-01-06 08:00:00+00:00
2020-01-06 08:30:00+00:00,10390,3178,6821,12698,2645,785,781,2412,123,17,0,39850,189,49.9877,49.844,50.094,0.0626,0,0,1800,8.4,0,37.7,187,0,99,6.7,0,26,199,0,99,9.3,0,36.8,189,0,87,5.7,0,18.9,188,0,25,5.9,0,22.3,198,0,88,Monday,No,36604,37215,6-Jan-20,18,2020-01-06 08:30:00+00:00
2020-01-06 09:00:00+00:00,10815,3260,6688,12662,2651,744,913,2413,121,129,0,40396,193,49.9705,49.877,50.07,0.0378,0,0,1800,8.5,0,37.8,182,0,99,6.5,0,26.7,196,5,100,9.7,0,38.7,195,8,99,5.9,0,18.7,191,25,11,6.3,0,22.8,192,11,73,Monday,No,37403,38012,6-Jan-20,19,2020-01-06 09:00:00+00:00
2020-01-06 09:30:00+00:00,10621,3633,6631,12765,2673,745,884,2419,121,332,0,40824,198,50.0579,49.977,50.132,0.0421,0,0,1800,8.5,0,37.8,182,0,99,6.5,0,26.7,196,5,100,9.7,0,38.7,195,8,99,5.9,0,18.7,191,25,11,6.3,0,22.8,192,11,73,Monday,No,37557,38166,6-Jan-20,20,2020-01-06 09:30:00+00:00
2020-01-06 10:00:00+00:00,10632,3698,6628,12831,2700,766,979,2415,122,538,0,41309,197,49.9937,49.892,50.063,0.0467,0,0,1800,8.6,0,39.2,180,14,98,6.7,0,28.8,200,47,84,10.1,0.1,37.8,199,50,100,6.6,0,18.4,186,107,3,6.8,0,23.2,192,69,53,Monday,No,37508,38117,6-Jan-20,21,2020-01-06 10:00:00+00:00
2020-01-06 10:30:00+00:00,10818,3703,6638,12818,2720,771,883,2420,122,730,0,41623,197,49.9852,49.907,50.055,0.0355,0,0,1800,8.6,0,39.2,180,14,98,6.7,0,28.8,200,47,84,10.1,0.1,37.8,199,50,100,6.6,0,18.4,186,107,3,6.8,0,23.2,192,69,53,Monday,No,37584,38193,6-Jan-20,22,2020-01-06 10:30:00+00:00
2020-01-06 11:00:00+00:00,10247,3700,6756,12991,2757,672,796,2427,126,957,0,41428,192,49.9516,49.861,50.054,0.0499,0,0,1800,9,0,40.4,191,24,80,7.2,0,27.4,197,100,80,9.7,2.1,37.6,202,28,100,7.1,0,22.2,188,192,3,7.4,0,23,190,159,28,Monday,No,37658,38267,6-Jan-20,23,2020-01-06 11:00:00+00:00
2020-01-06 11:30:00+00:00,10083,3609,6842,13214,2827,570,838,2426,125,997,2,41533,188,49.9144,49.815,50.029,0.0404,0,0,1800,9,0,40.4,191,24,80,7.2,0,27.4,197,100,80,9.7,2.1,37.6,202,28,100,7.1,0,22.2,188,192,3,7.4,0,23,190,159,28,Monday,No,37701,38310,6-Jan-20,24,2020-01-06 11:30:00+00:00
2020-01-06 12:00:00+00:00,9765,3576,6850,13141,2892,568,745,2427,123,1064,0,41151,185,49.9771,49.868,50.059,0.045,0,0,1800,9.5,0,42.4,199,56,57,7.5,0,30.6,201,118,80,9.4,2.1,35.6,203,22,100,7.4,0,24.6,195,236,21,7.8,0,26.4,200,214,32,Monday,No,38104,38713,6-Jan-20,25,2020-01-06 12:00:00+00:00
2020-01-06 12:30:00+00:00,9664,3643,6849,13250,2914,565,794,2421,116,942,0,41158,186,50.0305,49.929,50.093,0.0353,0,0,1800,9.5,0,42.4,199,56,57,7.5,0,30.6,201,118,80,9.4,2.1,35.6,203,22,100,7.4,0,24.6,195,236,21,7.8,0,26.4,200,214,32,Monday,No,38164,38773,6-Jan-20,26,2020-01-06 12:30:00+00:00
2020-01-06 13:00:00+00:00,9776,3527,6849,13295,2922,553,968,2407,100,785,0,41182,184,50.0499,49.986,50.149,0.0345,0,0,1800,9.4,0.3,43.7,201,47,100,7.6,0,30.9,197,88,86,10.1,0.2,35.2,227,64,59,7.5,0,24.2,203,230,24,8,0,28.9,211,197,70,Monday,No,38271,38880,6-Jan-20,27,2020-01-06 13:00:00+00:00
2020-01-06 13:30:00+00:00,9604,3519,6848,13275,2946,549,990,2425,94,608,0,40858,184,49.9567,49.897,50.056,0.0305,0,0,1800,9.4,0.3,43.7,201,47,100,7.6,0,30.9,197,88,86,10.1,0.2,35.2,227,64,59,7.5,0,24.2,203,230,24,8,0,28.9,211,197,70,Monday,No,38042,38651,6-Jan-20,28,2020-01-06 13:30:00+00:00
